"x","y","z","Stardesc","Multiple","Colour","Name","Planet Count","Atmosphere","Temperature","Biosphere","Population","TechLevel","World Tag 1","World Tag 2","GalacticX","GalacticY","clusterNum","mapcolour","FullName"
40,19.32,0,"Type'M'flare star",1,"#C80000","Aibroba","4","Breathable Mix|Airless/Thin Atmosphere|Thick atmosphere, breathable with a pressure mask|Breathable Mix|","Variable temperate-to-warm|Temperate|Temperate|Cold|","Immiscible biosphere|Human-miscible biosphere|Human-miscible biosphere|Biosphere remnants|","Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|Billions|","5. Pretech|3. Twentieth-century|3. Twentieth-century|4. Baseline postech|","Bubble Cities|Area 51|Bubble Cities|Colonized Population|","Bubble Cities|Area 51|Bubble Cities|Colonized Population|",78290,100769.32,"2","#4363d8","Aibroba"
4,83.72,0,"Type'M'flare star",0,"#C80000","Alti","4","Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|","Warm|Temperate|Burning|Temperate|","Biosphere remnants|Human-miscible biosphere|Human-miscible biosphere|No native biosphere|","Tens of thousands|Hundreds of thousands|Aliens|Millions|","3. Twentieth-century|4. Baseline postech|4. Baseline postech|4. Baseline postech|","Area 51|Cold War|Civil War|Cold War|","Area 51|Cold War|Civil War|Cold War|",78254,100833.72,"2","#4363d8","Alti"
125,55.2,0,"Type'M'flare star",0,"#C80000","","4","Invasive, toxic atmosphere|Thick atmosphere, breathable with a pressure mask|Breathable Mix|Breathable Mix|","Cold|Warm|Warm|Warm|","Biosphere remnants|Human-miscible biosphere|Immiscible biosphere|No native biosphere|","Millions|Millions|Tens of thousands|Tens of thousands|","1. Medieval|4. Baseline postech|5. Pretech|2. Nineteenth-century|","Badlands World|Cold War|Out of Contact|Colonized Population|","Badlands World|Cold War|Out of Contact|Colonized Population|",78375,100805.2,"2","#4363d8","Baidain"
10,6.44,0,"Type'M'flare star",4,"#C80000","Babai","4","Inert Gas|Breathable Mix|Breathable Mix|Breathable Mix|","Temperate|Temperate|Temperate|Cold|","Human-miscible biosphere|No native biosphere|Human-miscible biosphere|No native biosphere|","Tens of thousands|Tens of thousands|Hundreds of thousands|Outpost|","3. Twentieth-century|4. Baseline postech|3. Twentieth-century|4. Baseline postech|","Colonized Population|Colonized Population|Bubble Cities|Bubble Cities|","Colonized Population|Colonized Population|Bubble Cities|Bubble Cities|",78260,100756.44,"2","#4363d8","Babai"
197,110.4,-3,"Type'M'flare star",0,"#C80000","Bais","4","Breathable Mix|Corrosive|Breathable Mix|Breathable Mix|","Variable cold-to-temperate|Cold|Temperate|Cold|","Immiscible biosphere|Hybrid biosphere|Human-miscible biosphere|Immiscible biosphere|","Hundreds of thousands|Tens of thousands|Hundreds of thousands|Failed colony|","4. Baseline postech|2. Nineteenth-century|3. Twentieth-century|3. Twentieth-century|","Area 51|Badlands World|Bubble Cities|Bubble Cities|","Area 51|Badlands World|Bubble Cities|Bubble Cities|",78447,100860.4,"2","#4363d8","Bais"
104,58.88,0,"Faint type'M'red star",0,"#C80000","Diodon","4","Breathable Mix|Thick atmosphere, breathable with a pressure mask|Airless/Thin Atmosphere|Breathable Mix|","Temperate|Cold|Temperate|Temperate|","Engineered biosphere|Human-miscible biosphere|Human-miscible biosphere|Microbial life|","Hundreds of thousands|Billions|Hundreds of thousands|Hundreds of thousands|","4. Baseline postech|4. with specialties or surviving pretech|3. Twentieth-century|4. Baseline postech|","Alien Ruins|Badlands World|Bubble Cities|Civil War|","Alien Ruins|Badlands World|Bubble Cities|Civil War|",78354,100808.88,"2","#4363d8","Diodon"
91,149.04,-25,"Type'M'red star",0,"#C80000","Tribloo","4","Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|","Temperate|Temperate|Variable temperate-to-warm|Variable cold-to-temperate|","Microbial life|Human-miscible biosphere|Microbial life|Microbial life|","Tens of thousands|Hundreds of thousands|Millions|Tens of thousands|","4. Baseline postech|4. Baseline postech|4. with specialties or surviving pretech|1. Medieval|","Area 51|Civil War|Alien Ruins|Altered Humanity|","Area 51|Civil War|Alien Ruins|Altered Humanity|",78341,100899.04,"2","#4363d8","Tribloo"
114,184.92,-68,"Type'M'flare star",0,"#C80000","Taila","4","Invasive, toxic atmosphere|Invasive, toxic atmosphere|Breathable Mix|Breathable Mix|","Cold|Temperate|Warm|Variable cold-to-temperate|","Human-miscible biosphere|Human-miscible biosphere|Hybrid biosphere|Human-miscible biosphere|","Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|","2. Nineteenth-century|4. Baseline postech|4. Baseline postech|3. Twentieth-century|","Area 51|Civil War|Civil War|Desert World|","Area 51|Civil War|Civil War|Desert World|",78364,100934.92,"2","#4363d8","Taila"
40,157.32,0,"Type'M'flare star",1,"#C80000","Daded","4","Inert Gas|Breathable Mix|Breathable Mix|Breathable Mix|","Temperate|Temperate|Warm|Variable cold-to-temperate|","Hybrid biosphere|Human-miscible biosphere|Microbial life|Microbial life|","Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|Outpost|","2. Nineteenth-century|4. Baseline postech|3. Twentieth-century|1. Medieval|","Alien Ruins|Civil War|Alien Ruins|Altered Humanity|","Alien Ruins|Civil War|Alien Ruins|Altered Humanity|",78290,100907.32,"2","#4363d8","Daded"
2,77.28,-8,"Type'M'flare star",0,"#C80000","Aibai","4","Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|","Temperate|Temperate|Warm|Temperate|","No native biosphere|Human-miscible biosphere|No native biosphere|Immiscible biosphere|","Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|Billions|","4. with specialties or surviving pretech|4. Baseline postech|4. Baseline postech|4. with specialties or surviving pretech|","Alien Ruins|Civil War|Civil War|Out of Contact|","Alien Ruins|Civil War|Civil War|Out of Contact|",78252,100827.28,"2","#4363d8","Aibai"
221,57.96,-1,"Type'K'orange star",0,"#C88800","Bambu","4","Breathable Mix|Invasive, toxic atmosphere|Breathable Mix|Breathable Mix|","Variable cold-to-temperate|Warm|Temperate|Cold|","No native biosphere|Microbial life|Human-miscible biosphere|Immiscible biosphere|","Hundreds of thousands|Millions|Hundreds of thousands|Tens of thousands|","4. Baseline postech|2. Nineteenth-century|3. Twentieth-century|3. Twentieth-century|","Alien Ruins|Bubble Cities|Bubble Cities|Bubble Cities|","Alien Ruins|Bubble Cities|Bubble Cities|Bubble Cities|",78471,100807.96,"2","#4363d8","Bambu"
83,89.24,-90,"Type'M'flare star",0,"#C80000","Kabia","4","Thick atmosphere, breathable with a pressure mask|Invasive, toxic atmosphere|Breathable Mix|Breathable Mix|","Cold|Warm|Temperate|Temperate|","Microbial life|Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|","Failed colony|Millions|Hundreds of thousands|Millions|","4. Baseline postech|4. Baseline postech|3. Twentieth-century|3. Twentieth-century|","Area 51|Bubble Cities|Bubble Cities|Area 51|","Area 51|Bubble Cities|Bubble Cities|Area 51|",78333,100839.24,"2","#4363d8","Kabia"
51,174.8,-1,"Type'M'flare star",0,"#C80000","","1","Inert Gas|","Burning|","Hybrid biosphere|","Hundreds of thousands|","4. Baseline postech|","Altered Humanity|","Altered Humanity|",78301,101174.8,"2","#4363d8","Priombrio"
18,161.92,0,"Type'M'flare star",1,"#C80000","","2","Breathable Mix|Breathable Mix|","Cold|Temperate|","Immiscible biosphere|No native biosphere|","Tens of thousands|Billions|","3. Twentieth-century|0. Stone age|","Bubble Cities|Altered Humanity|","Bubble Cities|Altered Humanity|",78268,101161.92,"2","#4363d8","Babrai"
25,174.8,-4,"Type'M'flare star",4,"#C80000","","2","Breathable Mix|Breathable Mix|","Cold|Warm|","Hybrid biosphere|Human-miscible biosphere|","Aliens|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|","Cold War|Altered Humanity|","Cold War|Altered Humanity|",78275,101174.8,"2","#4363d8","Fided"
124,233.68,-7,"Type'M'flare star",5,"#C80000","","3","Breathable Mix|Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Burning|Variable temperate-to-warm|Variable cold-to-temperate|","Biosphere remnants|Hybrid biosphere|Microbial life|","Tens of thousands|Billions|Failed colony|","4. Baseline postech|4. with specialties or surviving pretech|1. Medieval|","Area 51|Desert World|Alien Ruins|","Area 51|Desert World|Alien Ruins|",78374,101233.68,"2","#4363d8","Pinde"
40,19.32,0,"Type'M'flare star",1,"#C80000","","3","Invasive, toxic atmosphere|Corrosive, and invasive atmosphere|Invasive, toxic atmosphere|","Cold|Temperate|Warm|","Immiscible biosphere|Human-miscible biosphere|Immiscible biosphere|","Tens of thousands|Tens of thousands|Millions|","3. Twentieth-century|4. with specialties or surviving pretech|4. Baseline postech|","Alien Ruins|Abandoned Colony|Colonized Population|","Alien Ruins|Abandoned Colony|Colonized Population|",78290,101019.32,"2","#4363d8","Aibriabria"
4,83.72,0,"Type'M'flare star",0,"#C80000","","4","Airless/Thin Atmosphere|Breathable Mix|Inert Gas|Breathable Mix|","Cold|Temperate|Warm|Temperate|","No native biosphere|Immiscible biosphere|Immiscible biosphere|Immiscible biosphere|","Hundreds of thousands|Failed colony|Millions|Tens of thousands|","3. Twentieth-century|2. Nineteenth-century|4. Baseline postech|4. Baseline postech|","Colonized Population|Cold War|Colonized Population|Desert World|","Colonized Population|Cold War|Colonized Population|Desert World|",78254,101083.72,"2","#4363d8","Doidroi"
125,55.2,0,"Type'M'flare star",0,"#C80000","","4","Breathable Mix|Airless/Thin Atmosphere|Thick atmosphere, breathable with a pressure mask|Breathable Mix|","Warm|Warm|Warm|Temperate|","Microbial life|Immiscible biosphere|Immiscible biosphere|No native biosphere|","Outpost|Outpost|Millions|Millions|","4. Baseline postech|0. Stone age|4. Baseline postech|3. Twentieth-century|","Badlands World|Cold War|Colonized Population|Cold War|","Badlands World|Cold War|Colonized Population|Cold War|",78375,101055.2,"2","#4363d8","Baidain"
10,6.44,0,"Type'M'flare star",4,"#C80000","","5","Breathable Mix|Breathable Mix|Thick atmosphere, breathable with a pressure mask|Breathable Mix|Breathable Mix|","Variable temperate-to-warm|Variable temperate-to-warm|Variable temperate-to-warm|Warm|Burning|","No native biosphere|Hybrid biosphere|No native biosphere|Human-miscible biosphere|No native biosphere|","Millions|Billions|Hundreds of thousands|Millions|Outpost|","2. Nineteenth-century|4. with specialties or surviving pretech|1. Medieval|4. Baseline postech|3. Twentieth-century|","Civil War|Desert World|Abandoned Colony|Cold War|Bubble Cities|","Civil War|Desert World|Abandoned Colony|Cold War|Bubble Cities|",78260,101006.44,"2","#4363d8","Giodelpriommio"
197,110.4,-3,"Type'M'flare star",0,"#C80000","Demo","5","Thick atmosphere, breathable with a pressure mask|Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|","Warm|Temperate|Warm|Warm|Variable temperate-to-warm|","No native biosphere|Human-miscible biosphere|Immiscible biosphere|Immiscible biosphere|Immiscible biosphere|","Outpost|Aliens|Millions|Millions|Billions|","4. Baseline postech|4. Baseline postech|4. Baseline postech|5. Pretech|0. Stone age|","Badlands World|Bubble Cities|Colonized Population|Colonized Population|Altered Humanity|","Badlands World|Bubble Cities|Colonized Population|Colonized Population|Altered Humanity|",78447,101110.4,"4","#fabebe","Demo"
104,58.88,0,"Faint type'M'red star",0,"#C80000","","1","Corrosive, and invasive atmosphere|","Cold|","Microbial life|","Hundreds of thousands|","2. Nineteenth-century|","Civil War|","Civil War|",78354,101058.88,"2","#4363d8","Liolio"
91,149.04,-25,"Type'M'red star",0,"#C80000","","2","Airless/Thin Atmosphere|Invasive, toxic atmosphere|","Cold|Temperate|","No native biosphere|No native biosphere|","Hundreds of thousands|Aliens|","3. Twentieth-century|2. Nineteenth-century|","Alien Ruins|Badlands World|","Alien Ruins|Badlands World|",78341,101149.04,"2","#4363d8","Bebodrafi"
114,184.92,-68,"Type'M'flare star",0,"#C80000","Rudraintriobi","2","Breathable Mix|Breathable Mix|","Frozen|Temperate|","Human-miscible biosphere|Hybrid biosphere|","Outpost|Hundreds of thousands|","3. Twentieth-century|2. Nineteenth-century|","Cold War|Desert World|","Cold War|Desert World|",78364,101184.92,"2","#4363d8","Rudraintriobi"
40,157.32,0,"Type'M'flare star",1,"#C80000","Runtil","3","Breathable Mix|Breathable Mix|Breathable Mix|","Temperate|Variable temperate-to-warm|Warm|","Hybrid biosphere|Human-miscible biosphere|Immiscible biosphere|","Tens of thousands|Billions|Millions|","3. Twentieth-century|3. Twentieth-century|4. Baseline postech|","Cold War|Altered Humanity|Colonized Population|","Cold War|Altered Humanity|Colonized Population|",78290,101157.32,"2","#4363d8","Runtil"
2,77.28,-8,"Type'M'flare star",0,"#C80000","Ailoi","3","Thick atmosphere, breathable with a pressure mask|Breathable Mix|Breathable Mix|","Temperate|Cold|Warm|","Immiscible biosphere|Human-miscible biosphere|Immiscible biosphere|","Millions|Hundreds of thousands|Millions|","4. Baseline postech|4. Baseline postech|4. Baseline postech|","Colonized Population|Bubble Cities|Colonized Population|","Colonized Population|Bubble Cities|Colonized Population|",78252,101077.28,"2","#4363d8","Ailoi"
221,57.96,-1,"Type'K'orange star",0,"#C88800","","4","Corrosive|Breathable Mix|Breathable Mix|Breathable Mix|","Frozen|Temperate|Warm|Warm|","No native biosphere|Hybrid biosphere|Immiscible biosphere|Hybrid biosphere|","Tens of thousands|Billions|Millions|Millions|","3. Twentieth-century|1. Medieval|4. Baseline postech|4. Baseline postech|","Cold War|Out of Contact|Colonized Population|Cold War|","Cold War|Out of Contact|Colonized Population|Cold War|",78471,101057.96,"4","#fabebe","Depawavi"
83,89.24,-90,"Type'M'flare star",0,"#C80000","Bimis","4","Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|","Cold|Warm|Cold|Temperate|","No native biosphere|Immiscible biosphere|Hybrid biosphere|Human-miscible biosphere|","Hundreds of thousands|Millions|Hundreds of thousands|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|3. Twentieth-century|4. with specialties or surviving pretech|","Cold War|Colonized Population|Colonized Population|Alien Ruins|","Cold War|Colonized Population|Colonized Population|Alien Ruins|",78333,101089.24,"2","#4363d8","Bimis"
226,57.04,1,"Type'M'flare star",0,"#C80000","","2","Airless/Thin Atmosphere|Breathable Mix|","Variable cold-to-temperate|Burning|","Human-miscible biosphere|Human-miscible biosphere|","Hundreds of thousands|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|","Area 51|Altered Humanity|","Area 51|Altered Humanity|",78476,101307.04,"4","#fabebe","Fingu"
184,43.24,0,"Faint type'M'red star",1,"#C80000","","3","Breathable Mix|Inert Gas|Breathable Mix|","Temperate|Warm|Cold|","Hybrid biosphere|Human-miscible biosphere|Microbial life|","Hundreds of thousands|Hundreds of thousands|Tens of thousands|","5. Pretech|4. Baseline postech|2. Nineteenth-century|","Alien Ruins|Desert World|Bubble Cities|","Alien Ruins|Desert World|Bubble Cities|",78434,101293.24,"4","#fabebe","Buoti"
51,24.84,0,"Type'M'flare star",0,"#C80000","","4","Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|","Temperate|Variable cold-to-temperate|Cold|Cold|","Human-miscible biosphere|Immiscible biosphere|Microbial life|Immiscible biosphere|","Tens of thousands|Tens of thousands|Tens of thousands|Billions|","4. Baseline postech|4. Baseline postech|1. Medieval|2. Nineteenth-century|","Cold War|Colonized Population|Badlands World|Alien Ruins|","Cold War|Colonized Population|Badlands World|Alien Ruins|",78301,101274.84,"2","#4363d8","Aid"
18,161.92,0,"Type'M'flare star",1,"#C80000","","5","Invasive, toxic atmosphere|Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Variable cold-to-temperate|Burning|Cold|Temperate|Frozen|","Human-miscible biosphere|Microbial life|Microbial life|Human-miscible biosphere|Engineered biosphere|","Tens of thousands|Failed colony|Tens of thousands|Tens of thousands|Aliens|","4. with specialties or surviving pretech|0. Stone age|2. Nineteenth-century|2. Nineteenth-century|3. Twentieth-century|","Altered Humanity|Civil War|Bubble Cities|Desert World|Alien Ruins|","Altered Humanity|Civil War|Bubble Cities|Desert World|Alien Ruins|",78268,101411.92,"2","#4363d8","Babrai"
25,174.8,4,"Type'M'flare star",4,"#C80000","","2","Inert Gas|Breathable Mix|","Cold|Variable cold-to-temperate|","Human-miscible biosphere|No native biosphere|","Hundreds of thousands|Hundreds of thousands|","4. Baseline postech|1. Medieval|","Cold War|Cold War|","Cold War|Cold War|",78275,101424.8,"2","#4363d8","Aibra"
124,233.68,7,"Type'M'flare star",5,"#C80000","","3","Breathable Mix|Airless/Thin Atmosphere|Invasive, toxic atmosphere|","Cold|Frozen|Temperate|","Immiscible biosphere|Immiscible biosphere|Engineered biosphere|","Outpost|Tens of thousands|Tens of thousands|","4. Baseline postech|3. Twentieth-century|3. Twentieth-century|","Alien Ruins|Desert World|Desert World|","Alien Ruins|Desert World|Desert World|",78374,101483.68,"2","#4363d8","Chimi"
40,19.32,0,"Type'M'flare star",1,"#C80000","","4","Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|","Warm|Burning|Cold|Temperate|","Immiscible biosphere|Immiscible biosphere|Microbial life|Hybrid biosphere|","Tens of thousands|Hundreds of thousands|Tens of thousands|Hundreds of thousands|","3. Twentieth-century|0. Stone age|2. Nineteenth-century|4. Baseline postech|","Area 51|Cold War|Civil War|Cold War|","Area 51|Cold War|Civil War|Cold War|",78290,101269.32,"2","#4363d8","Aibriabria"
